,text,directed_at,emotion
232,"['appl', 'secur', 'guy', 'lock', 'store', 'link']",,No emotion toward brand or product
233,"['appl', 'secur', 'guy', 'lock', 'store', 'realtim', 'sxsw', 'link', 'curat']",,No emotion toward brand or product
234,"['got', 'ipad', '2', 'link', 'cc']",,No emotion toward brand or product
235,"['pick', 'ipad', '2', 'pop', 'appl', 'store', '15', 'minut', 'wait']",iPad,Positive emotion
236,"['brilliant', 'enlighten', 'game', 'mechan', 'present', 'googl']",Google,Positive emotion
237,"['gsdampm', 'googlesit', 'tree', 'link']",,No emotion toward brand or product
238,"['here', 'pic', 'win', 'ipad', 'cc', 'link', 'cont', 'link']",,No emotion toward brand or product
239,"['iphon', 'thirsti', 'chevi', 'volt', 'loung', 'w', '16', 'other', 'link']",,No emotion toward brand or product
240,"['iphon', 'thirsti', 'chevi', 'volt', 'loung', 'w', '16', 'other', 'link', 'link']",,No emotion toward brand or product
241,"['came', 'left', 'iphon', 'play', 'song', 'chosen', 'random', 'skream', 'listen', 'record', 'wall', 'appropri']",,No emotion toward brand or product
242,"['market', 'sale', 'genius', 'link']",Apple,Positive emotion
243,"['arduino', 'android', 'flame', 'skull', 'link', 'refriger', 'speak', 'salon', 'k', '330pm']",,No emotion toward brand or product
244,"['remind', 'android', 'chrome', 'tt', 'talk', '1', 'pm', 'today', 'link']",,No emotion toward brand or product
245,"['ipad', '2', 'v', 'android', 'v', 'world', 'panel', 'today', '330pm', 'link']",,No emotion toward brand or product
246,"['backupifi', 'announc', 'cloudsight', 'search', 'first', 'searchabl', 'archiv', 'solut', 'social', 'medium', 'googl', 'app', 'link']",,No emotion toward brand or product
247,"['googl', 'announc', 'social', 'network', 'quotcirclesquot', 'via', 'tweet', 'interest', 'myopia', 'caus', 'buzz', 'joke', 'interest']",,No emotion toward brand or product
248,"['need', 'ipad', 'iphon', 'laptop', 'dictaphon', 'vidcamera', 'wow', 'love', 'meet', 'real', 'cerebellum', 'charg', 'peopl']",iPhone,Positive emotion
249,"['u', 'see', 'anyth', 'googl', 'circl']",,No emotion toward brand or product
250,"['app', 'iphon', 'ridicul', 'person', 'planner', 'next', '5', 'day']",iPad or iPhone App,Positive emotion
251,"['app', 'huge', 'prop', 'amp', 'get', 'link']",,No emotion toward brand or product
252,"['found', 'app', 'kype', 'iphon', 'geoloc', 'amp', 'releas', 'background', 'need', 'patch']",iPad or iPhone App,Negative emotion
253,"['app', 'iphon', 'live', 'rsvp', 'event', 'phone', 'amp', 'check', 'sundayswaggereventbritecom', '320']",iPad or iPhone App,Positive emotion
254,"['iphon', 'app', 'screen', 'miss', 'link']",,No emotion toward brand or product
255,"['love', 'app', 'awesom', 'rt', 'must', 'see', 'app', 'quotbizzyquot', 'link']",Android App,Positive emotion
256,"['appl', 'quotpopupquot', 'store', 'nut', 'still', 'pack', '1130', 'link']",Apple,No emotion toward brand or product
257,"['say', 'appl', 'popup', 'store', 'austin', 'link']",,No emotion toward brand or product
258,"['break', 'appl', 'announc', 'partnership', 'wporn', 'industri', 'new', 'video', 'chat', 'app', 'call', 'quotofacetimequot']",,No emotion toward brand or product
259,"['cours', 'appl', 'built', 'temp', 'store', 'austin', 'texa', 'understand', 'concept', 'corral', 'cattl']",Apple,Negative emotion
260,"['love', 'appl', 'didnt', 'let', 'someth', 'like', 'retail', 'store', 'near', 'keep', 'away', 'open', 'popup', 'store', 'link']",Apple,Positive emotion
261,"['surpris', 'appl', 'open', 'popup', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'link']",Apple,Positive emotion
262,"['surpris', 'appl', 'open', 'popup', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipad', 'link']",iPad,Positive emotion
263,"['surpris', 'appl', 'open', 'popup', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipad', 'link']",,No emotion toward brand or product
264,"['surpris', 'appl', 'open', 'popup', 'store', 'austin', 'nerd', 'town', 'get', 'new', 'ipad', 'link']",Apple,Positive emotion
265,"['appl', 'head', 'sxsw', 'set', 'temporari', 'store', 'austin', 'link']",,No emotion toward brand or product
266,"['���', 'appl', 'great', 'exampl', 'retail', 'store', 'lay', 'futur', 'regist', 'checkout', 'line']",Apple,Positive emotion
267,"['���', 'appl', 'open', 'temporari', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Positive emotion
268,"['���', 'appl', 'open', 'temporari', 'store', 'downtown', 'austin', 'ipad', '2', 'launchquot', 'oh', 'yay', 'traffic']",Apple,Negative emotion
269,"['appl', 'popup', 'store', 'open', 'noon', 'fresh', 'shipment', 'ipad', '2', 'im', 'pretti', 'sure', 'im', 'go', 'get', 'one', 'finger', 'cross']",iPad,Positive emotion
270,"['appl', 'save', 'sxsw', 'set', 'open', 'popup', 'store', 'link']",Apple,Positive emotion
271,"['appl', 'school', 'market', 'expert', 'link']",,No emotion toward brand or product
272,"['appl', 'school', 'market', 'expert', 'link']",Apple,Positive emotion
273,"['appl', 'school', 'market', 'expert', 'link', 'via']",Apple,Positive emotion
274,"['appl', 'school', 'market', 'expert', 'link', 'via', 'ltlt', 'true', 'love', 'loath', 'one', 'market', 'like']",Apple,Positive emotion
275,"['appl', 'school', 'market', 'expert', 'cnet', 'link']",Apple,Positive emotion
276,"['appl', 'school', 'market', 'expert', 'cnet', 'blog', 'link']",Apple,Positive emotion
277,"['���', 'appl', 'store', 'downtown', 'austin', 'open', 'til', 'midnight', 'there', 'still', 'time']",Apple,Positive emotion
278,"['���', 'appl', 'store', 'downtown', 'austin', 'open', 'til', 'midnight', 'ipad2', 'left', 'stock']",,No emotion toward brand or product
279,"['appl', 'store', 'congress', 'link']",,No emotion toward brand or product
280,"['quotth', 'appl', 'store', 'mall', 'sunday', '10x', 'crowd', 'line', 'fake', 'need', 'fuck', 'donglequot', 'genius', 'let']",Apple,Negative emotion
281,"['2wks', 'appl', 'store', '6th', 'austin', 'street', 'open']",,No emotion toward brand or product
282,"['special', 'appl', 'store', 'open', '6th', 'congress', 'sxsw', 'amp', 'ipad', '2', 'launch', 'wwwapplecomretailthedomain']",,No emotion toward brand or product
283,"['makeshift', 'appl', 'store', '6th', 'congress', 'your', 'kid', 'amaz']",Apple,Positive emotion
284,"['temporari', 'appl', 'store', 'huge', 'line', 'link']",,No emotion toward brand or product
285,"['temporari', 'appl', 'store', 'sxsw', 'realli', 'coola', 'ipad', '2']",iPad,Positive emotion
286,"['temporari', 'appl', 'store', 'set', 'shit', 'temptat', 'go', 'control']",Apple,Positive emotion
287,"['temporari', 'appl', 'store', 'line', 'go', 'around', 'block', 'link']",,No emotion toward brand or product
288,"['temporari', 'appl', 'store', 'open', '6th', 'amp', 'congress', 'tomorrow']",,No emotion toward brand or product
289,"['temporari', 'appl', 'store', 'open', '5pm', '6th', 'congress', 'line', 'alreadi', 'grow', 'viewio', 'link', 'via']",Apple,Positive emotion
290,"['temporari', 'appl', 'store', 'block', 'offic', 'cant', 'wait', 'see', 'line', 'tomorrow', 'photo', 'come']",Apple,Positive emotion
291,"['appl', 'store', 'open', 'noon', 'day', 'close', 'run', 'ipad2', 'didnt', 'buy', 'stock', '10', 'year', 'ago']",,No emotion toward brand or product
292,"['base', 'camp', 'appl', 'link']",,No emotion toward brand or product
293,"['ipad', 'news', 'app', 'last', 'year', 'link']",iPad or iPhone App,Negative emotion
294,"['10', 'iphon', 'app', 'you�۪ll', 'probabl', 'need', 'use', 'link']",iPad or iPhone App,Positive emotion
295,"['150', 'million', 'mobil', 'googl', 'map', 'user']",Other Google product or service,Positive emotion
296,"['line', 'alreadi', 'form', 'appl', 'popup', 'store', 'austin', 'arent', 'peopl', 'see', 'festiv', 'link']",,No emotion toward brand or product
297,"['android', 'rt', '10', 'new', 'mobil', 'app', 'i�۪ll', 'use', 'at��', 'link']",Android App,Positive emotion
298,"['attend', 'sxsw', 'report', 'see', 'android', 'phone', 'get', 'bannka', 'app']",,No emotion toward brand or product
299,"['ipad', 'app', 'like', 'softwar', 'develop', 'releas', 'start', 'work', 'updat']",iPad or iPhone App,Positive emotion
300,"['tweet', 'stall', 'data', 'sluggish', 'come', 'atampt', 'verizon', 'embarrass', 'iphon', 'custom', 'havent', 'switch']",,No emotion toward brand or product
301,"['tweet', 'googl', 'come', 'circl', 'platform', 'today', 'outsid', 'circl', 'keep']",,No emotion toward brand or product
302,"['���', 'stupid', 'find', 'mac', 'link', 'special', 'price']",,No emotion toward brand or product
303,"['slate', 'see', 'much', 'traffic', 'mobil', 'safari', 'app', 'ipad']",,No emotion toward brand or product
304,"['unload', 'store', 'corner', '6th', 'congress', 'austin', 'temp', 'store', 'link']",,No emotion toward brand or product
305,"['great', 'day', 'jaloux', 'amp', 'new', 'ipadlook', 'school', 'bus', '1st', 'day', 'school', 'link']",,No emotion toward brand or product
306,"['arriv', 'issu', 'hasnt', 'resolv', 'die', 'use', 'iphon', 'app', 'cant', 'login', 'rt']",iPad or iPhone App,No emotion toward brand or product
307,"['screenburn', 'launch', 'client', 'new', 'iphon', 'game', 'find', 'link']",,No emotion toward brand or product
308,"['anyon', 'want', 'see', 'demo', 'piccraft', 'ipad', '2', 'find']",,No emotion toward brand or product
309,"['could', 'spend', 'teach', 'theater', 'alon', 'look', 'schedul', 'link']",,No emotion toward brand or product
310,"['your', 'meet', 'u', 'fado', 'give', 'wristband', 'magic', 'lead', 'beer', 'come', 'say', 'hi', 'link']",,No emotion toward brand or product
311,"['your', 'want', 'ipad', '2', 'appl', 'set', 'temporari', 'store', 'check', 'link']",,No emotion toward brand or product
312,"['overheard', 'quotth', 'ipad', 'relax', 'computerquot', 'agre']",iPad,Positive emotion
313,"['overheard', 'interact', 'quotarg', 'hate', 'iphon', 'want', 'blackberri', 'backquot']",iPhone,Negative emotion
314,"['your', 'meet', 'author', 'host', 'android', 'dev', 'sat', '1230pm', 'hilton', 'room', '615ab']",,No emotion toward brand or product
315,"['���', 'quotappl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot�\u06dd']",Apple,Negative emotion
316,"['appl', 'set', '5000squarefoot', 'temporari', 'store', 'sxsw', 'sell', 'new', 'ipad', 'test', 'potenti', 'traffic', 'link']",,No emotion toward brand or product
317,"['overheard', 'quotgoogl', 'doesnt', 'launch', 'product', 'peopl', 'eventsquot']",,No emotion toward brand or product
318,"['nerd', 'bait', 'appl', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",,No emotion toward brand or product
319,"['long', 'line', 'els', 'appl', 'store', 'link']",,No emotion toward brand or product
320,"['last', 'year', 'everbodi', 'talk', 'ipad', 'year', 'social', 'medium', 'driven', 'revolut', 'year', 'better']",iPad,Positive emotion
321,"['long', 'line', 'appl', 'pop', 'store', 'ipad', '2', 'great', 'market', 'appl']",Apple,Positive emotion
322,"['���', 'googl', '4', 'peopl', 'work', '7', 'peopl', 'rather', '7', 'peopl', 'work', '4']",Google,Positive emotion
323,"['knacker', 'home', 'play', 'ipad', 'updat', 'iphon', 'timelin', 'smash', 'partytweet', 'cant', 'make', 'go', 'bed']",iPad,Positive emotion
324,"['overheard', 'mdw', 'ill', 'second', 'quothalfway', 'iphon', 'batteri', 'alreadi', 'havent', 'even', 'board', 'plane']",iPhone,Negative emotion
325,"['sxsw', 'appl', 'school', 'market', 'expert', 'link']",Apple,Positive emotion
326,"['first', 'day', 'sxsw', 'fun', 'final', 'present', 'googl', 'doodl']",,Positive emotion
327,"['huge', 'line', 'store', 'crowd', 'trip', 'get', 'new', 'ipad']",iPad,Positive emotion
328,"['ur', '80', 'partyu']",Google,Positive emotion
329,"['queue', 'appl', 'popup', 'store', 'link']",,No emotion toward brand or product
330,"['queue', 'appl', 'store', 'austin', 'four', 'block', 'long', 'crazi', 'stuff']",,I can't tell
331,"['post', 'dmi', 'hous', 'intim', 'stranger', 'stage', 'got', 'restaur', 'crowd', 'sit', 'deal', 'wif', 'link']",,No emotion toward brand or product
332,"['woman', 'googl', 'talk', 'sound', 'like', 'chelsea', 'handler', 'lol']",,No emotion toward brand or product
333,"['laugh', 'ipad', 'spent', 'week', 'haul', 'macbook', 'everywher', 'realli', 'want', 'ipad', 'shoulder', 'rub']",iPad,Positive emotion
334,"['attende', 'need', 'qr', 'code', 'reader', 'iphon', 'tweet', 'u', 'imag', 'badg', 'first', '5', 'get', 'optiscan', 'free']",iPad or iPhone App,Positive emotion
335,"['hey', 'attendeesyou', 'hop', 'line', 'store', 'four', 'day', 'til', 'new', 'ipad2', 'come']",iPad,Positive emotion
336,"['anyon', 'attend', 'googl', 'amp', 'aclu', 'parti', 'sxsw', 'could', 'plz', 'pictur', 'thank']",,No emotion toward brand or product
337,"['march', '11', 'austin', 'tx', 'peopl', 'line', 'registr', 'appl', 'store']",,No emotion toward brand or product
338,"['land', 'austin', 'spot', 'googl', 'place', 'ad', 'airport', 'quotth', 'ultim', 'austin', 'pocket', 'guidequot', 'like']",,No emotion toward brand or product
339,"['took', 'away', 'lego', 'pit', 'replac', 'recharg', 'station', 'might', 'check', 'price', 'iphon', 'crap', 'samsung', 'android']",Android,Negative emotion
340,"['���', 'awesom', 'meet', 'stand', 'appl', 'queue', 'yesterday', 'day', '2�\u06ddltlt', 'cute']",,No emotion toward brand or product
341,"['bad', 'appl', 'show', 'late', 'q', 'process', 'poopoo', 'idea', 'leaf', 'earli', 'even', 'quotim', 'creativequot', 'busi']",Apple,Negative emotion
342,"['bahrain', 'govt', 'turn', 'googl', 'earth', 'result', 'peopl', 'learn', 'govt', 'turn', 'back']",,No emotion toward brand or product
343,"['tri', 'balanc', 'power', 'power', 'need', 'iphon', 'v', 'ipad', '3g', 'ipad', 'suck', 'quick', 'might', 'go', 'airplan', 'mode']",iPad,Negative emotion
344,"['race', 'ballroom', 'see', 'marissa', 'mayer']",,No emotion toward brand or product
345,"['iphon', 'batteri', '100']",iPhone,Positive emotion
346,"['iphon', 'batteri', 'cant', 'keep', 'tweet', 'thank', 'appl']",iPhone,Negative emotion
347,"['anoth', 'googl', 'wave', 'rt', 'interrupt', 'regular', 'schedul', 'geek', 'program', 'wbig', 'news', 'link']",,No emotion toward brand or product
348,"['fun', 'watch', 'rt', 'appl', 'open', 'popup', 'store', 'austin', 'sxsw', 'link']",Apple,Positive emotion
349,"['control', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link', 'via', 'cc']",Apple,Positive emotion
350,"['yeah', 'ill', 'sure', 'gtrt', 'check', 'link']",,No emotion toward brand or product
351,"['celebr', 'beauti', 'web', 'msft', 'launch', 'amp', 'play', 'new', 'game', 'win', 'ipad2', 'link']",iPad,Positive emotion
352,"['texa', 'amaz', 'ive', 'met', 'mani', 'influenti', 'peopl', 'work', 'twitter', 'foursquar', 'microsoft', 'even', 'appl']",,No emotion toward brand or product
353,"['woke', 'iphon', 'finish', 'recharg', 'mean', 'got', 'enough', 'sleep', 'last', 'night', 'right']",,No emotion toward brand or product
354,"['quiet', 'storm', 'look', 'forward', 'see', 'googl', 'marissa', 'mayer']",,No emotion toward brand or product
355,"['compani', 'believ', 'googl', 'nexus', 'nokia', 'also', 'carrier', 'verifon', 'even', 'appl', 'seem']",,No emotion toward brand or product
356,"['���', 'best', 'thing', 'ive', 'heard', 'weekend', 'quoti', 'gave', 'ipad', '2', 'money', 'relief', 'dont', 'need', 'ipad', '2quot']",iPad,Negative emotion
357,"['hope', 'better', 'wave', 'rt', 'buzz', 'googl', 'preview', 'social', 'network', 'platform', 'link']",,I can't tell
358,"['ipad', '2', 'betterthey', 'time', 'improv']",iPad,Positive emotion
359,"['cu', 'pacman', 'googl', 'singular', 'noob', 'meetup']",,No emotion toward brand or product
360,"['link', 'go', 'beyond', 'earth', 'hour', 'year', 'share', 'posit', 'action', 'world', 'download', '60', 'iphon', 'app']",iPad or iPhone App,Positive emotion
361,"['far', 'biggest', 'mistak', 'bring', 'iphoneipad', 'charger']",,No emotion toward brand or product
362,"['googl', 'v', 'bing', 'bing', 'shot', 'success', 'w', 'structur', 'search', 'potenti', 'higher', 'margin', 'cpa', 'model', 'v']",Google,Negative emotion
363,"['cours', 'bing', 'result', 'good', 'googl']",Google,Positive emotion
364,"['���', 'black', 'white', 'ipad', 'question']",,No emotion toward brand or product
365,"['hootsuit', 'blog', '���', 'social', 'medium', 'dashboard', '��', 'hootsuit', 'mobil', 'updat', 'iphon', 'blackberri', 'amp', 'android', 'link']",,No emotion toward brand or product
366,"['hootsuit', 'blog', '���', 'social', 'medium', 'dashboard', '��', 'hootsuit', 'mobil', 'updat', 'iphon', 'blackberri', 'amp', 'android', 'link']",,No emotion toward brand or product
367,"['hoot', 'new', 'blog', 'post', 'hootsuit', 'mobil', 'updat', 'iphon', 'blackberri', 'amp', 'android', 'link']",,No emotion toward brand or product
368,"['anyon', 'bring', 'ipad', 'v', 'comput']",,No emotion toward brand or product
369,"['impuls', 'buy', 'friend', 'gt', 'one', 'sell', '1st', 'gen', '32gb', '3g', 'ipad']",iPad,Positive emotion
370,"['���', 'buy', '2', 'new', 'ipad']",iPad,Positive emotion
371,"['someon', 'buy', 'present', 'rt', 'appl', 'open', 'popup', 'store', 'austin', 'link']",Apple,Positive emotion
372,"['nice', 'find', 'rsqs', 'link']",iPad or iPhone App,Positive emotion
373,"['south', 'southwest', 'panel', 'illustr', 'pic', 'sometim', 'best', 'link']",,No emotion toward brand or product
374,"['googl', 'calendar', 'saturday', 'night', 'giant', 'overlap', 'parti']",,No emotion toward brand or product
375,"['quotyou', 'googl', 'canadian', 'tuxedo', 'lose', 'hoursquot']",,Positive emotion
